country,target_name,reported,description,progress,expected_impact,quantities_in_text
IE,Heating - Boilers,True,"Effectively ban the installation of oil boilers from 2022 and the installation of gas boilers from 2025 in all new dwellings through the introduction of new regulatory standards for home heating systems. Progressively phase out oil and gas boilers in existing dwellings through a combination of incentives, information, and regulatory measures.","Fossil fuel heating systems have been effectively phased out as the main heating system in new dwellings, through progressive improvements in the Building Regulations, and replaced by renewable heating systems such as air source heat pumps.

Amendment of regulations to effectively 
ban fossil fuel boilers in existing dwellings undergoing major renovation where practical to achieve a post-works cost-optimal level BER of A3. Amendment is to be introduced and effective by end of 2025.","97% of space heating systems installed in new dwellings completed in 2024 were using electricity as fuel.

The amendment of Cost-optimal level for major renovations from B2 to A3 could potentially lead to an increase of up to 40% in CO2 emissions savings for major renovations. This amendment supports the CAP targets of retrofitting 500,000 dwellings to B2 by 2030 and 400,000 dwellings using a heat pump by 2030.",0
FR,Consommation d’énergie primaire à usage énergétique – Charbon,True,France Continentale,"Objectif : 26 TWh en 2030 et 21 TWh en 2035 (source : PNIEC 2024)
 
---
Indicateurs (source : indicateur PPE, janvier 2025)
Valeur 2022 : 64 TWh
Valeur 2023 :  49 TWh","Réduire la consommation d’énergie primaire à base
de charbon de 70% en 2030 et 75% en 2035 par
rapport à 2012",4
FR,Consommation d’énergie primaire à usage énergétique – Gaz naturel,True,France Continentale,"Objectif : 260 TWh en 2030 et 173 TWh en 2035 (source : PNIEC 2024)
 
---
Indicateurs (source : indicateur PPE, janvier 2025)
Valeur 2022 : 405 TWh
Valeur 2023 :  358 TWh","Réduire la consommation d’énergie primaire à base
de gaz naturel de 40% en 2030 et 60% en 2035 par
rapport à 2012",4
FR,"Consommation d’énergie primaire à usage énergétique –
Produits pétroliers",True,France Continentale,"Objectif: 359 TWh en 2030 et 216 TWh en 2035 (source : PNIEC 2024)
 
---
Indicateurs (source : indicateur PPE, janvier 2025)
Valeur 2022 : 593 TWh
Valeur 2023 :  597 TWh","Réduire la consommation d’énergie primaire à base
de produits pétroliers de 50% en 2030 et 70% en 2035 par rapport à 2012",4
FR,Production de chaleur et de froid renouvelable,True,France Continentale,"Objectif : 297 TWh en 2030 et entre 330 et 419 TWh en 2035 (source : PNIEC 2024)

 ---
Indicateurs (source : indicateur PPE, janvier 2025)
Valeur 2022 : 176 TWh
Valeur 2023 :  183 TWh",Augmenter la part de la chaleur et de froid renouvelable en 2030 (45%) et 2035 (55%),4
FR,Consommation énergétique finale,True,"Réduction de la consommation d'énergie finale à horizon 2030, au sens de la DEE. France entière, données réelles","Objectif :  1243 TWh ou 106,9 Mtep en 2030 (source : PNIEC 2024)
---
Indicateurs : (source : SDES, Janvier 2025)
Valeur 2022 : 1 572 TWh
Valeur 2023 :  1 509 TWh","Réduire la consommation d’énergie finale, au sens de la DEE, de l'ordre de 29 % par rapport à 2012",4
FR,Consommation d’énergie primaire,True,"Réduction de la consommation d'énergie primaire à horizon 2030, France entière, Données réelles","Objectif : 1844 TWh ou 158,6 Mtep en 2030 (source : PNIEC 2024)
---
Indicateurs : (source : SDES, janvier 2025)
Valeur 2022 : 2 376 TWh
Valeur 2023 :  2 419 TWh",Réduire la consommation d’énergie primaire de - 36 % par rapport à 2012,4
EL,Annually renovate 3% of the total floor area of public buildings,True,"Αn objective is set for the annual energy renovation of a total floor area of the thermal zone of central public administration buildings equal to 5 400 square meters, representing 3% of the total floor area in line with Article 5 of the EED",Fulfilled,The objective is fulfilled with the renovation of the Hellenic Parliament building. The renovation was completed in 2023.,0
HU,Final energy consumption,True,Hungary's final energy consumption should not exceed 740 PJ in 2030.,"It primarily relies on strengthening energy-efficiency measures, modernizing the energy performance of the building stock and industry, and encouraging end-user energy savings (support schemes, preferential financing, and regulatory incentives). In addition, increasing the share of renewable energy sources, electrifying energy carriers, reducing emissions and energy demand in the transport sector (public transport and electromobility), and shaping consumer awareness together contribute to ensuring that final energy consumption remains below the defined level by 2030.","Keeping final energy consumption below 740 PJ contributes to reducing greenhouse gas emissions, lowering dependence on imported energy carriers and strengthening security of supply, and in the longer term it may reduce energy costs for households and businesses. It also стимулиates energy-efficiency investments and innovation, improving the economy’s competitiveness and supporting the transition toward an economic structure with lower carbon emissions.",2
HU,Minimum of cumulative final energy savings,True,"The cumulative final energy savings target is set at 336.3 PJ. Based on the increase of the indicative energy savings target provided for in the Energy Efficiency Directive (EU) 2023/1791, Hungary should achieve cumulative final energy savings of 484.6 PJ by 2030. Achieving the indicative cumulative energy savings target is a major challenge in all areas and its feasibility is under review.","Achieving the target is primarily ensured by energy renovations of the building stock (residential and public buildings), modernization of heating and cooling systems, increasing the share of renewable energy sources, the rollout of energy management and smart metering systems, the energy efficiency obligation scheme, and the provision of support and tax incentives—complemented by improvements in public lighting and the transport sector (public transport and electromobility).","The set cumulative final energy savings target contributes to reducing energy consumption and greenhouse gas emissions, lowers import dependence, and improves security of supply and households’ energy costs. In addition, it boosts energy-efficiency investments, encourages innovation and the creation of green jobs, thereby strengthening the economy’s competitiveness.",2
HU,Energy use of residential building stock compared to 2018-2020 average,True,"Hungary's target is to achieve energy savings of at least 20% in the energy use of its residential building stock by 2030, based on the average of the 2018-2020 reference years.","To achieve at least a 20% reduction in energy use in residential buildings, Hungary can primarily rely on promoting building energy renovations (thermal insulation, window and door replacement, modernization of building services systems, and smart controls), as well as replacing fossil-based heating systems with modern, energy-efficient and renewable-based solutions (heat pumps, modern district heating, biomass, and solar energy). Progress toward the target is supported through grant schemes and preferential financing, targeted measures focusing on vulnerable households, and instruments under the energy efficiency obligation scheme.","Reducing the energy consumption of the residential building stock by at least 20% would significantly lower households’ utility costs, reduce dependence on energy imports, and contribute to cutting greenhouse gas emissions. It would also stimulate investment in the construction and energy sectors, support the creation of new jobs, and improve the comfort and value of residential buildings.",0
HU,Energy consumption of public building stock compared to 2018-2020 average,True,"The target is to achieve an 18% reduction in energy use in public buildings by 2030, based on the average of the 2018-2020 reference years.","To achieve an 18% reduction in energy consumption in public buildings, Hungary prioritizes energy renovations of the public building stock (thermal insulation, replacement of windows and doors, modernization of heating, cooling and ventilation systems, lighting upgrades, and the installation of building management systems), as well as the integration of renewable energy sources (e.g., solar panels and heat pumps). Reaching the target is supported by programs financed from national and EU funds, energy efficiency obligation schemes, energy performance contracting (EPC) arrangements, and regulatory and institutional measures that strengthen the exemplary role of the public sector.","Reducing energy consumption in public buildings by 18% lowers the public sector’s energy costs, reduces pressures on the state budget, and contributes to cutting greenhouse gas emissions and dependence on energy imports. It also improves the buildings’ comfort and technical condition, strengthens the public sector’s exemplary role, and can encourage energy-efficiency investments in the private sector as well.",0
HU,Final energy intensity of GDP,True,"Our goal is for the rate of GDP growth to increasingly exceed the rate of growth in energy use, i.e. for the final energy intensity of GDP to improve, falling below 0.429 toe/million HUF by 2030. This would represent a reduction of 18% compared to 2021.","To reduce GDP final energy intensity, Hungary relies on strengthening energy-efficiency investments, modernizing technologies in the industrial and services sectors, reducing energy demand in the building and transport sectors, and promoting the uptake of digitalization and energy management systems. Achieving the target is supported by subsidy and tax incentives, green financing instruments, strengthened innovation and R&D activities, and the expansion of higher value-added, less energy-intensive economic sectors.","Reducing GDP final energy intensity by 18% means that economic growth is achieved with lower energy use and lower greenhouse gas emissions, thereby reducing dependence on energy imports and strengthening security of supply. It also encourages the adoption of more efficient technologies and innovative solutions, boosts businesses’ competitiveness, and supports the development of an economic structure with lower carbon intensity.",1
